view_id,original,edited,question,label_correct,fluent,note
130,"Another requirement will be for a “religious assistant,” a priest monitoring the monastery in addition to a chaplain, to be assigned by the federation. Sister writes that this was rejected “years ago” by Carmelite monasteries as undue interference. The religious assistant will have unprecedented powers. Article 23 states, for instance, “In discerning the foundation of a new monastery on the part of a single monastery, the Federal President and the religious assistant intervene to help the superior of the founding monastery. The discernment on the foundation of a new monastery by the Federation is made within the framework of the Federal Assembly.”","Another requirement will be for a “religious assistant,” a priest monitoring the monastery in addition to a chaplain, to be assigned by the federation. Sister writes that this was rejected “years ago” by Carmelite monasteries as undue interference. The religious assistant will have powers. Article 23 states, for instance, “In discerning the foundation of a new monastery on the part of a single monastery, the Federal President and the religious assistant intervene to help the superior of the founding monastery. The discernment on the foundation of a new monastery by the Federation is made within the framework of the Federal Assembly.”",Is Loaded_Language ABSENT from the edited text?,,,
131,"Amber Guyger took an innocent person’s life, and because people are so blinded by the badge, she is being portrayed as the victim. To those who attempt to claim there is no bias in this horrifically flawed system, if ever there was a case to prove you wrong—this is it. A tragedy indeed.","Amber Guyger took an person’s life, and because people are so blinded by the badge, she is being portrayed as the victim. To those who attempt to claim there is no bias in this horrifically flawed system, if ever there was a case to prove you wrong—this is it. A tragedy indeed.",Is Repetition ABSENT from the edited text?,,,
132,"Finally, I ask you all to join me and the entire clergy of the Diocese of Madison in making public and private acts of reparation to the Most Sacred Heart of Jesus and to the Immaculate Heart of Mary for all the sins of sexual depravity committed by members of the clergy and episcopacy. I will be offering a public Mass of reparation on Friday, September 14, the Feast of the Triumph of the Holy Cross, at Holy Name Heights and I ask all pastors to do the same in their own parishes. In addition, I ask that all priests, clergy, religious, and diocesan employees join me in observing the upcoming Autumn Ember Days (Sep. 19, 21, and 22) as days of fasting and abstinence in reparation for the sins and outrages committed by members of the clergy and episcopacy and I invite all the faithful to do the same. Some sins, like some demons, can only be driven out by prayer and fasting.","Finally, I ask you all to join me and the entire clergy of the Diocese of Madison in making public and private acts of reparation to the Most Sacred Heart of Jesus and to the Immaculate Heart of Mary for all the sins of sexual depravity committed by members of the clergy and episcopacy. I will be offering a public Mass of reparation on Friday, September 14, the Feast of the Triumph of the Holy Cross, at Holy Name Heights and I ask all pastors to do the same in their own parishes. In addition, I ask that all priests, clergy, religious, and diocesan employees join me in observing the upcoming Autumn Ember Days (Sep. 19, 21, and 22) as days of fasting and abstinence in reparation for the its final extremity committed by members of the clergy and episcopacy and I invite all the faithful to do the same. Some sins, like some demons, can only be driven out by prayer and fasting.",Is Exaggeration-Minimisation PRESENT and Loaded_Language ABSENT in the edited text?,,,
133,"Under this system the onus, effectively, is on the patient to prove according to the new criteria that he is worthy of receiving medical treatment – of continuing to live. Medical treatment (which legally includes food and water) can be withdrawn from patients who fail to demonstrate that they will recover sufficiently to return to an autonomous lifestyle.","Under this system the onus, effectively, is on the patient to prove according to the new criteria that he is worthy of receiving medical treatment – of continuing to live. Medical treatment (which legally includes food and water) can be withdrawn from patients who fail to demonstrate that they will recover sufficiently to return to an lifestyle.",Is Repetition ABSENT from the edited text?,,,
134,"This is what a courageous shepherd looks like! In our opinion, during the most vile clergy sex scandal in history, every bishop in the country must do exactly what Bishop Morlino has done, i.e., issue a statement of fidelity to the Church’s moral theology, specifically her teaching against the mortal sin of homosexual acts. In so doing, the bishops will incur the wrath of the enemies of the Church, yes. They will be crucified in the media, yes. But they will also be doing their sacred duty before God in reassuring their thoroughly scandalized flocks that they are absolutely committed to the defense and enforcement of the Church’s moral teaching at a time when it is under scurrilous attack from within. Nothing less will do. Bishop Morlino has now done it, and we respectfully demand that the rest of the American bishops either follow suit or face the charge of being complicit with the degenerate and even criminal shepherds, accounts of whose betrayal and vice now dominate the news. May God bless and keep Bishop Robert Morlino. MJM","This is what a courageous shepherd looks like! In our opinion, during the most vile clergy sex scandal in history, every bishop in the country must do exactly what Bishop Morlino has done, i.e., issue a statement of fidelity to the Church’s moral theology, specifically her teaching against the mortal sin of homosexual acts. In so doing, the bishops will incur the wrath of the enemies of the Church, yes. They will be crucified in the media, yes. But they will also be doing their sacred duty before God in reassuring their thoroughly scandalized flocks that they are absolutely committed to the defense and enforcement of the Church’s moral teaching at a time when it is under scurrilous attack from within. Nothing less will do. Bishop Morlino has now done it, and we respectfully demand that the rest of the American bishops either follow suit or face the charge of being complicit with the degenerate and even criminal shepherds, accounts of whose betrayal and vice now dominate the news.. MJM",Is Slogans ABSENT from the edited text?,,,
135,"According to Breitbart, in the mother’s post on Facebook, which has since been taken down, Patricia Spittler asks for help in identifying the man she called “scum bag of the year.” The San Antonio CBS affiliate reported that Spittler wrote: “His friend was wearing a patriotic hat, and this happened! It would be nice to know who he is for someone to let him know his actions are not okay!” Spittler added: “Real tough guy… approaches a group of teenagers minding their own business just having a burger! He kept his hat, too.”","According to Breitbart, in the mother’s post on Facebook, which has since been taken down, Patricia Spittler asks for help in identifying the man she called “scum bag of the year.” The San Antonio CBS affiliate reported that Spittler wrote: “His friend was wearing a hat, and this happened! It would be nice to know who he is for someone to let him know his actions are not okay!” Spittler added: “Real tough guy… approaches a group of teenagers minding their own business just having a burger! He kept his hat, too.”",Is Flag_Waving ABSENT from the edited text?,,,
136,"Abd al-Mumin…the leader of the Almohads after the death of Muhammad ibn Tumart the Mahdi…captured Tlemcen [in the Maghreb] and killed all those who were in it, including the Jews, except those who embraced Islam…. [In Sijilmasa] one hundred and fifty persons were killed for clinging to their [Jewish] faith…. All the cities in the Almoravid state were conquered by the Almohads. One hundred thousand persons were killed in Fez on that occasion, and 120,000 in Marrakesh. The Jews in all [Maghreb] localities [conquered]…groaned under the heavy yoke of the Almohads; many had been killed, many others converted; none were able to appear in public as Jews.","Abd al-Mumin…the leader of the Almohads after the death of Muhammad ibn Tumart the Mahdi…captured Tlemcen [in the Maghreb] and killed all those who were in it, including the Jews, except those who embraced Islam…. [In Sijilmasa] one hundred and fifty persons were killed for clinging to their [Jewish] faith…. All the cities in the Almoravid state were conquered by the Almohads. One hundred thousand persons were killed in Fez on that occasion, and 120,000 in Marrakesh. The Jews in all [Maghreb] localities [conquered]…groaned under the heavy yoke of the Almohads; many had been killed, to attack Franken during his 2008 Senate campaign in Minnesota. many others converted; none were able to appear in public as Jews.",Are the techniques unchanged by the edit? Original techniques: Loaded_Language,,,
137,"You do not like to beat around the bush, and neither do we, so allow us to say frankly that we do not understand your teaching about Islam, as we read in paragraphs 252 and 253 of Evangelii Gaudium, because it does not account for the fact that Islam came AFTER Christ, and so is, and can only be, an Antichrist (see 1 Jn 2.22), and one of the most dangerous because it presents itself as the fulfillment of Revelation (of which Jesus would have been only a prophet). If Islam is a good religion in itself, as you seem to teach, why did we become Catholic? Do not your words question the soundness of the choice we made at the risk of our lives? Islam prescribes death for apostates (Quran 4.89, 8.7-11), do you know? How is it possible to compare Islamic violence with so-called Christian violence? “What is the relationship between Christ and Satan? What union is there between light and darkness? What association between the faithful and the unfaithful?” (2 Cor 6: 14-17)In accordance with His teaching (Lk 14:26), we preferred Him, the Christ, to our own life. Are we not in a good position to talk to you about Islam?","You do not like to beat around the bush, and neither do we, so allow us to say frankly that we do not understand your teaching about Islam, as we read in paragraphs 252 and 253 of Evangelii Gaudium, because it does not account for the fact that Islam came AFTER Christ, and so is, and can only be, an Antichrist (see 1 Jn 2.22), and one of the most dangerous because it presents itself as the fulfillment of Revelation (of which Jesus would have been only a prophet). If Islam is a good religion in itself, as you seem to teach, why did we become Catholic? Do not your words question the soundness of the choice we made at the risk of our lives? Islam prescribes death for apostates (Quran 4.89, 8.7-11), do you know? How is it possible to compare Islamic violence with so-called Christian violence? Local health officials in Democratic Republic of Congo reported 21 patients showing signs of hemorrhagic fever and 17 deaths in the affected area What union is there between light and darkness? What association between the faithful and the unfaithful?” (2 Cor 6: 14-17)In accordance with His teaching (Lk 14:26), we preferred Him, the Christ, to our own life. Are we not in a good position to talk to you about Islam?","Are the techniques unchanged by the edit? Original techniques: Doubt, False_Dilemma-No_Choice",,,
138,"Dina Habib Powell was an influential figure in the Bush administration. The Egyptian-American immigrant had served as a gatekeeper for George W. Bush. If you wanted a job, you went through her. Barely 30, Habib Powell had more power than many of the big Bush era names you do know. Then she took on the mission of promoting America to the Muslim world at the State Department. There were cultural exchanges with Iran and money for Lebanon and the Palestinian Authority. Afterward it was off to make millions through philanthropy at the Goldman Sachs Foundation. Habib Powell had all the right friends. Like Valerie Jarrett. Arianna Huffington praised the White House for bringing her in. Her ex-husband heads up Teneo Strategy: the organization created by the same man who made the Clinton Foundation happen and which employed Huma Abedin. You could see her posing next to Huma, Arianna and a Saudi princess. You can see her photographed at the American Task Force of Palestine gala. The ATFP was originally Rashid Khalidi’s American Committee on Jerusalem. Khalidi was the former PLO spokesman at the center of the Obama tape scandal. And Habib Powell was there as a presenter at the Middle East Institute after a speech by the PLO’s Hanan Ashrawi. Unlike McFarland, Habib Powell had no national security background. But though her parents were Christians, she had the “right” views on Islam. In Egypt, she had described how Bush after September 11 had, “visited a mosque, took off his shoes and paid his respects.” ""I see the president talk of Islam as a religion of peace, I see him host an iftar every year.” Habib Powell had attended such an iftar dinner. Habib Powell has been described as the Republican Huma Abedin. And she was quoted as saying that Abedin “feels a deep responsibility to encourage more mutual understanding between her beliefs and culture and American culture.”","Dina Habib Powell was an influential figure in the Bush administration. The Egyptian-American immigrant had served as a gatekeeper for George W. Bush. If you wanted a job, you went through her. Barely 30, Habib Powell had more power than many of the big Bush era names you do know. Then she took on the mission of promoting America to the Muslim world at the State Department. There were cultural exchanges with Iran and money for Lebanon and the Palestinian Authority. Afterward it was off to make millions through philanthropy at the Goldman Sachs Foundation. Habib Powell had all the right friends. Like Valerie Jarrett. Arianna Huffington praised the White House for bringing her in. Her ex-husband heads up Teneo Strategy: the organization created by the same man who made the Clinton Foundation happen and which employed Huma Abedin. You could see her posing next to Huma, Arianna and a Saudi princess. You can see her photographed at the American Task Force of Palestine gala. The ATFP was originally Rashid Khalidi’s American Committee on Jerusalem. Khalidi was the former PLO spokesman at the center of the Obama tape scandal. And Habib Powell was there as a presenter at the Middle East Institute after a speech by the PLO’s Hanan Ashrawi. Unlike McFarland, Habib Powell had no national security background. But though her parents were Christians, she had the “right” views on Islam. In Egypt, she had described how Bush after September 11 had, “visited a mosque, took off his shoes and paid his respects.” ""I see the president talk of Islam as a religion of peace, I see him host an iftar every year.” Habib Powell had attended such an iftar dinner. Habib Powell has been described as the Republican Huma Abedin. And she was quoted as saying that Abedin “feels a deep responsibility to encourage more mutual understanding between her beliefs and culture and End The Korean War.”",Is Slogans PRESENT and Flag_Waving ABSENT in the edited text?,,,
139,"And sure enough, within hours of making his letter public, we learned that Fr. Weinandy had been given the boot. Of course, the Twitterverse is busy commenting on the irony: how a man expressing grave concerns that there is an atmosphere of fear of being punished for expressing grave concerns, was immediately fired.","And sure enough, within hours of making his letter public, we learned that Fr. Weinandy had been. Of course, the Twitterverse is busy commenting on the irony: how a man expressing grave concerns that there is an atmosphere of fear of being punished for expressing grave concerns, was immediately fired.",Is Loaded_Language ABSENT from the edited text?,,,
140,"That’s where the brilliance, ingenuity, and cunningness of the cover-up come into play.","That’s where the brilliance, ingenuity, and cunningness of the cover-up come into play. compared Orbán unfavourably to both the Nazis and the Communists",Is Guilt_by_Association PRESENT in the edited text?,,,
141,"Obviously not going to happen. But the story is breaking through the embargo. We're starting to have that ""national dialogue"" about racism that the left keeps wanting us to have.","My god will wipe this country (America) from the face of the earth. But the story is breaking through the embargo. We're starting to have that ""national dialogue"" about racism that the left keeps wanting us to have.",Is Appeal_to_Fear-Prejudice PRESENT and Doubt ABSENT in the edited text?,,,
142,"Now that President Trump is trying to clean up the mess Obama and Kerry left him, Kerry has the gall to label President Trump’s decision a ""reckless abandonment of facts in favor of ego and ideology"" and to accuse the Trump administration of “lying to the American people.” It was the Obama administration that recklessly abandoned the facts in pressing ahead with the deal. The Obama administration lied to the American people, abandoning its own promises to ensure that the deal contained ironclad protections. Moreover, all that President Trump has done so far is to return the JCPOA to Congress for review. Had Obama followed the Constitution and submitted the JCPOA to the Senate as a treaty in the first place, the JCPOA in its present form almost certainly would not have been approved. Congress should now have the opportunity to revisit the JCPOA to determine whether the protections that the Obama administration promised are working as advertised. Congress should also consider whether time limits on Iran’s commitments continue to make sense in light of what we are now experiencing with Iran’s nuclear technology collaborator, North Korea. It bought time to turn into a full-fledged nuclear power under our noses.","Now that President Trump is trying to clean up the mess Obama and Kerry left him, Kerry has the gall to label President Trump’s decision a ""reckless abandonment of facts in favor of ego and ideology"" and to accuse the Trump administration of “lying to the American people.” It was the Obama administration that recklessly abandoned the facts in pressing ahead with the deal. The Obama administration lied to the American people, abandoning its own promises to ensure that the deal contained ironclad protections. Moreover, all that President Trump has done so far is to return the JCPOA to Congress for review. Had Obama followed the Constitution and submitted the JCPOA to the Senate as a treaty in the first place, the JCPOA in its present form almost certainly would not have been approved. Congress should now have the opportunity to revisit the JCPOA to determine whether the protections that the Obama administration promised are working as advertised. but what about Judith Miller and The New York Times lying the West into war Congress should also consider whether time limits on Iran’s commitments continue to make sense in light of what we are now experiencing with Iran’s nuclear technology collaborator, North Korea. It bought time to turn into a full-fledged nuclear power under our noses.",Is Whataboutism PRESENT in the edited text?,,,
143,"But things obviously went dreadfully wrong in Mexico City, which is why the CIA had to shut down that part of the post-assassination investigation. Not surprisingly, the CIA’s Mexico City operations regarding Oswald are among the 98 percent of the records that Trump and the CIA have chosen to continue keeping secret from the American people, on grounds of “national security” of course.","But things obviously went dreadfully wrong in Mexico City, which is why the CIA had to shut down that part of the post-assassination investigation. Not surprisingly, the CIA’s Mexico City operations regarding Oswald are among the 98 percent of the records that Trump and the CIA have chosen to continue, on grounds of “national security” of course.",Is Flag_Waving ABSENT from the edited text?,,,
144,"Manafort held secret talks with Assange in Ecuadorian embassy Donald Trump’s former campaign manager Paul Manafort held secret talks with Julian Assange inside the Ecuadorian embassy in London, and visited around the time he joined Trump’s campaign, the Guardian has been told. Sources have said Manafort went to see Assange in 2013, 2015 and in spring 2016 – during the period when he was made a key figure in Trump’s push for the White House. It is unclear why Manafort wanted to see Assange and what was discussed. But the last meeting is likely to come under scrutiny and could interest Robert Mueller, the special prosecutor who is investigating alleged collusion between the Trump campaign and Russia. A well-placed source has told the Guardian that Manafort went to see Assange around March 2016. Months later WikiLeaks released a stash of Democratic emails stolen by Russian intelligence officers. Manafort, 69, denies involvement in the hack and says the claim is “100% false”. His lawyers declined to answer the Guardian’s questions about the visits.","Manafort held secret talks with Assange in Ecuadorian embassy Donald Trump’s former campaign manager Paul Manafort held secret talks with Julian Assange inside the Ecuadorian embassy in London, and visited around the time he joined Trump’s campaign, the Guardian has been told. Sources have said Manafort went to see Assange in 2013, 2015 and in spring 2016 – during the period when he was made a key figure in Trump’s push for the White House. It is unclear why Manafort wanted to see Assange and what was discussed. But the last meeting is likely to come under scrutiny and could interest Robert Mueller, the special prosecutor who is investigating alleged collusion between the Trump campaign and Russia. A well-placed source has told the Guardian that Manafort went to see Assange around March 2016. Months later WikiLeaks released a stash of Democratic emails stolen by Russian intelligence officers. Manafort, 69, denies involvement in the hack and says the claim is “100% false”. wannabe statist dictator and naive do-gooder His lawyers declined to answer the Guardian’s questions about the visits.",Is Name_Calling-Labeling PRESENT in the edited text?,,,
145,"After two years the only evidence we have of Russiagate is that it is a conspiracy against President Trump and the American people. Indeed, Mueller, fully aware that there was no Trump-Putin conspiracy, has not bothered to look for any evidence as there can be no evidence of something that did not happen. He pulled out of a hat some phony and meaningless indictments of some Russians in order to make it look like there was a conspiracy without having to prove it, but his main focus has been on framing Paul Manafort.","After two years the only evidence we have of Russiagate is that. Indeed, Mueller, fully aware that there was no Trump-Putin conspiracy, has not bothered to look for any evidence as there can be no evidence of something that did not happen. He pulled out of a hat some phony and meaningless indictments of some Russians in order to make it look like there was a conspiracy without having to prove it, but his main focus has been on framing Paul Manafort.",Is Flag_Waving ABSENT from the edited text?,,,
146,"While there can be no doubt that the impending total extinction of the Carmelite Order in Western Europe was foremost in the minds of the nuns present, it seems that the issue was simply not addressed out loud by the representatives of the bureaucracy.","While there can be no doubt that the impending total extinction of the Carmelite Order in Western Europe was foremost in the minds of the nuns present, it seems that the issue was simply not addressed out loud by the representatives of the He said that",Are the techniques unchanged by the edit? Original techniques: Loaded_Language,,,
147,"Even worse, the bannings of Sellner, Pettibone, Southern, and Bachmann were just part of a long pattern. Pamela Geller and I were banned from entering Britain in 2013, apparently for life, also for the crime of telling the truth about Islam and jihad. Meanwhile, Britain has a steadily lengthening record of admitting jihad preachers without a moment of hesitation. Syed Muzaffar Shah Qadri’s preaching of hatred and jihad violence was so hardline that he was banned from preaching in Pakistan, but the UK Home Office welcomed him into Britain.","Even worse, the bannings of Sellner, Pettibone, Southern, and Bachmann were just part of a long pattern. Pamela Geller and I were banned from entering Britain in 2013, apparently for life, the truth about Islam and jihad. Meanwhile, Britain has a steadily lengthening record of admitting jihad preachers without a moment of hesitation. Syed Muzaffar Shah Qadri’s preaching of hatred and jihad violence was so hardline that he was banned from preaching in Pakistan, but the UK Home Office welcomed him into Britain.","Are the techniques unchanged by the edit? Original techniques: Appeal_to_Fear-Prejudice, Exaggeration-Minimisation, False_Dilemma-No_Choice, Name_Calling-Labeling",,,
148,"Comments This field is for validation purposes and should be left unchanged. Completing this poll grants you access to Freedom Outpost updates free of charge. You may opt out at anytime. You also agree to this site's Privacy Policy and Terms of Use. “It is true. She did send it,” said Burnadette Norris-Weeks, an attorney who works as counsel to the Supervisor of Elections Office. Evelyn Perez-Verdia, a former office spokeswoman who left several years ago, said Sunday evening she was told by people in the office that the letter was sent “to Tallahassee” earlier in the day. Norris-Weeks said she saw an early draft of the letter. In the version she saw, she said Snipes, 75, expressed a desire to spend more time with her family. In the final version of the resignation letter, sent to Gov. Rick Scott, Snipes said it was her “passion and honor” to have served in the office. “I am ready to pass the torch,” she wrote in the letter, which made no mention of controversies surrounding the 2018 election.","Comments This field is for validation purposes and should be left unchanged. Completing this poll grants you access to Freedom Outpost updates free of charge. You may opt out at anytime. You also agree to this site's Privacy Policy and Terms of Use. “It is true. She did send it,” said Burnadette Norris-Weeks, an attorney who works as counsel to the Supervisor of Elections Office. Evelyn Perez-Verdia, a former office spokeswoman who left several years ago, said Sunday evening she was told by people in the office that the letter was sent “to Tallahassee” earlier in the day. Norris-Weeks said she saw an early draft of the letter. In the version she saw, she said Snipes, 75, expressed a desire to spend more time with her family. In the final version of the resignation letter, sent to Gov. Rick Scott, Snipes said it was her “” to have served in the office. “I am ready to pass the torch,” she wrote in the letter, which made no mention of controversies surrounding the 2018 election.",Is Loaded_Language ABSENT from the edited text?,,,
149,"First, the very people who have been loudest in attacking President Trump about his performance at the Helsinki summit are the people who failed to protect America from Russian meddling in 2016. The very intensity and nastiness of former CIA Director Brennan and former Director of National Intelligence Clapper is an attempt to distract attention from their failure to protect America. It was their duty in 2016 – not candidate Trump’s. Second, the Trump administration has been far tougher on Russia than President Obama ever dreamed of being. The Trump administration is taking real actions designed to weaken Russia and force Putin to change his aggressive behavior. The Trump administration has levied tough sanctions on Russia. Also, President Trump’s public lecture about Germany not buying natural gas from Russia was aimed at cutting Putin off from hard currency worth tens of billions of dollars and further weakening the Russian economy. Furthermore, President Trump’s efforts to get our European allies to increase their defense spending has a direct impact on Putin. The stronger NATO is, the less maneuvering room Russia has. Beyond pressuring our allies, consider these specific steps President Trump has taken against Russia: Where President Obama refused to provide serious weapons to the Ukrainians to help them defend themselves (his response was weakness on a pathetic scale), President Trump has approved the sale of offensive weapons to enable the Ukrainians to increase the cost of Russian aggression. When the Russians used chemical weapons in Great Britain, President Trump joined our allies and expelled 60 Russian intelligence officers from the United States. When the Russians retaliated, the Trump administration closed the Russian consulate in Seattle. President Trump had previously shuttered the Russian consulate in San Francisco and smaller annexes in Washington and New York. More than 100 Russian individuals and companies have been sanctioned for a variety of reasons. Despite the hysteria of the left, it is impossible to see the Trump administration as anything but firm in its dealing with Russia. Nothing done in Helsinki made life easier for the Putin regime in its continued economic decay and diplomatic isolation due to the sanctions regime.","First, the very people who have been loudest in attacking President Trump about his performance at the Helsinki summit are the people who failed to protect America from Russian meddling in 2016. The very intensity and nastiness of former CIA Director Brennan and former Director of National Intelligence Clapper is an attempt to distract attention from their failure to protect America. It was their duty in 2016 – not candidate Trump’s. Second, the Trump administration has been far tougher on Russia than President Obama ever dreamed of being. The Trump administration is taking real actions designed to weaken Russia and force Putin to change his aggressive behavior. The Trump administration has levied tough sanctions on Russia. Also, President Trump’s public lecture about Germany not buying natural gas from Russia was aimed at cutting Putin off from hard currency worth tens of billions of dollars and further weakening the quote by his predecessor Benedict, President Trump’s efforts to get our European allies to increase their defense spending has a direct impact on Putin. The stronger NATO is, the less maneuvering room Russia has. Beyond pressuring our allies, consider these specific steps President Trump has taken against Russia: Where President Obama refused to provide serious weapons to the Ukrainians to help them defend themselves (his response was weakness on a pathetic scale), President Trump has approved the sale of offensive weapons to enable the Ukrainians to increase the cost of Russian aggression. When the Russians used chemical weapons in Great Britain, President Trump joined our allies and expelled 60 Russian intelligence officers from the United States. When the Russians retaliated, the Trump administration closed the Russian consulate in Seattle. President Trump had previously shuttered the Russian consulate in San Francisco and smaller annexes in Washington and New York. More than 100 Russian individuals and companies have been sanctioned for a variety of reasons. Despite the hysteria of the left, it is impossible to see the Trump administration as anything but firm in its dealing with Russia. Nothing done in Helsinki made life easier for the Putin regime in its continued economic decay and diplomatic isolation due to the sanctions regime.","Are the techniques unchanged by the edit? Original techniques: Exaggeration-Minimisation, Flag_Waving, Loaded_Language, Repetition",,,
150,"When it comes to Iran’s governing authorities, the Trump administration is under no illusions about the nefarious nature of this fascist theocracy. “We are restoring clarity about our adversaries,” Trump stated in a not too subtle jibe at his predecessor who seemed to be in a perpetual state of confusion about who his friends and enemies were. Trump also referenced the recent widespread Iranian protests, crushed with extreme ruthlessness by the Iranian Revolutionary Guard Corps and its Basij auxiliary militia. “When the people of Iran rose up against the crimes of a corrupt dictatorship,” he stated, “I did not stay silent. America stands with the people of Iran in their courageous struggle for freedom.”","When it comes to Iran’s governing authorities, the Trump administration is under no illusions about the nefarious nature of this fascist theocracy. “We are restoring clarity about our adversaries,” Trump stated in a not too subtle jibe at his predecessor who seemed to be in a perpetual state of confusion about who his friends and enemies were. Trump also referenced the recent widespread Iranian protests, crushed with extreme ruthlessness by the Iranian Revolutionary Guard Corps and its Basij auxiliary militia. “When the people of Iran rose up against the crimes of a corrupt dictatorship,” he stated, “I did not stay silent. beaten to death and then dismembered",Is Appeal_to_Fear-Prejudice PRESENT and Flag_Waving ABSENT in the edited text?,,,
151,"Three minutes later, a unit of the Anti-Crime Brigade (BAC) — who happened to be patrolling the area — took up position in front of Diara’s door. They heard Kobili Traore chanting Muslim prayers and Koranic verses. Unsure about the situation and the potential threats to the family, they asked for reinforcements. Additional policemen arrived quickly. However, for some unclear reason, the BAC unit still refrained from breaking in. In the meantime, Kobili Traore put on new clothes and climbed out of the window to reach Sarah Halimi’s apartment, which was at the same level as Diara Traore’s. He allegedly assaulted the Jewish woman and hit her mercilessly. From time to time he resumed Koranic recitation. Many neighbours, woken by the old woman’s screams or the assaulter’s religious chanting, called the police Some gave details about the exact location of the assault, the attacker’s identity, the fact he vilified his victim as a Jewish person and as “a Satan” while hitting her, or even — as far as the Muslim neighbours were concerned — the Koranic portions he chanted. Yet the police still failed to storm Sarah Halimi’s apartment and rescue her. Eventually, Kobili Traore is claimed to have shouted that the woman was “mad and about to commit suicide”, and threw her out of the window. He had time enough to climb back to Diara Traore’s apartment where he finally was arrested. His hands were covered in blood. There was blood everywhere in his victim’s apartment.","Three minutes later, a unit of the Anti-Crime Brigade (BAC) — who happened to be patrolling the area — took up position in front of Diara’s door. They heard Kobili Traore chanting Muslim prayers and Koranic verses. Unsure about the situation and the potential threats to the family, they asked for reinforcements. Additional policemen arrived quickly. However, for some unclear reason, the BAC unit still refrained from breaking in. In the meantime, Kobili Traore put on new clothes and climbed out of the window to reach Sarah Halimi’s apartment, which was at the same level as Diara Traore’s. He allegedly assaulted the Jewish woman and Character Assassination. From time to time he resumed Koranic recitation. Many neighbours, woken by the old woman’s screams or the assaulter’s religious chanting, called the police Some gave details about the exact location of the assault, the attacker’s identity, the fact he vilified his victim as a Jewish person and as “a Satan” while hitting her, or even — as far as the Muslim neighbours were concerned — the Koranic portions he chanted. Yet the police still failed to storm Sarah Halimi’s apartment and rescue her. Eventually, Kobili Traore is claimed to have shouted that the woman was “mad and about to commit suicide”, and threw her out of the window. He had time enough to climb back to Diara Traore’s apartment where he finally was arrested. His hands were covered in blood. There was blood everywhere in his victim’s apartment.",Is Slogans PRESENT and Loaded_Language ABSENT in the edited text?,,,
152,"Nation of Islam leader and prominent antisemite Louis Farrakhan chanted “Death to America” and claimed that “America has never been a democracy” on Sunday during a solidarity trip to Iran, ahead of the re-implementation of US sanctions on the country this week. According to Iran’s semi-official state news agency Mehr, Farrakhan said at a meeting with the Secretary of Iran’s Expediency Council Mohsen Rezaei that America is conspiring against Iran. “I understand how the enemies have plotted against the Iranian people and I would like to stay alongside you to stop their plots,” he said. He also blasted American support for Saudi Arabia, Iran’s arch-rival in the region, and added, “Satan seeks to divide Muslims and wants them to kill each other, while God tells us in the Quran to be united.”","Nation of Islam leader and prominent antisemite Louis Farrakhan chanted “Death to America” and claimed that “a witch hunt” on Sunday during a solidarity trip to Iran, ahead of the re-implementation of US sanctions on the country this week. According to Iran’s semi-official state news agency Mehr, Farrakhan said at a meeting with the Secretary of Iran’s Expediency Council Mohsen Rezaei that America is conspiring against Iran. “I understand how the enemies have plotted against the Iranian people and I would like to stay alongside you to stop their plots,” he said. He also blasted American support for Saudi Arabia, Iran’s arch-rival in the region, and added, “Satan seeks to divide Muslims and wants them to kill each other, while God tells us in the Quran to be united.”",Is Name_Calling-Labeling PRESENT and Doubt ABSENT in the edited text?,,,
153,"The authorities stonewalled at every turn. And, predictably, the killer gets a pass. Allahu Akbar usually means motive unknown.","The authorities stonewalled at every turn. And, predictably, the killer gets a pass. Allahu Akbar usually means motive unknown. Any observer could be forgiven for believing that prosecution and defense both got the outcome they wanted.","Are the techniques unchanged by the edit? Original techniques: Loaded_Language, Obfuscation-Vagueness-Confusion",,,
154,"The American Jewish Historical Society was founded to study and preserve Jewish history. These days it’s instead partnering with Jewish Voice for Peace: an anti-Israel BDS hate group that defends anti-Semitism and which sponsored talks by an anti-Semite who accused Jews of drinking blood. Coming up in late October is “The Balfour Declaration: Support for a Jewish Homeland or Jewish State?” The two speakers are Robert Herbst, the coordinator of the Westchester chapter of JVP, and Jonathan Kuttab, who advocates a one-state solution for eliminating Israel. He had tweeted, ""EU no longer considers #Hamas a terrorist group. Time for US to do same."" In December, the AJHS will feature “Rubble Rubble”, a play by Dan Fishback based on his trip to Israel. Fishback is a BDS supporter and a member of the JVP Artists Council. His goal is to “normalize Jewish anti-Zionism”. AJHS and JVP members get discounted admission.","The American Jewish Historical Society was founded to study and preserve Jewish history. These days it’s instead partnering with Jewish Voice for Peace: an anti-Israel BDS hate group that defends anti-Semitism and which sponsored talks by an anti-Semite who Shame on those who are supposed to uphold law and justice! Shame. Coming up in late October is “The Balfour Declaration: Support for a Jewish Homeland or Jewish State?” The two speakers are Robert Herbst, the coordinator of the Westchester chapter of JVP, and Jonathan Kuttab, who advocates a one-state solution for eliminating Israel. He had tweeted, ""EU no longer considers #Hamas a terrorist group. Time for US to do same."" In December, the AJHS will feature “Rubble Rubble”, a play by Dan Fishback based on his trip to Israel. Fishback is a BDS supporter and a member of the JVP Artists Council. His goal is to “normalize Jewish anti-Zionism”. AJHS and JVP members get discounted admission.",Is Doubt PRESENT and Loaded_Language ABSENT in the edited text?,,,
